,lastLowPrice,low24hPrice,avg24hPrice,prapor,praporCurrency,therapist,therapistCurrency,fence,fenceCurrency,skier,skierCurrency,peacekeeper,peacekeeperCurrency,mechanic,mechanicCurrency,ragman,ragmanCurrency,jaeger,jaegerCurrency
P226 Hogue G10 Chain Link pistol grip,,,,,,,,,,,,,,9296.0,RUB,,,,
HK 416A5 Strike Industries CRUX 15 inch M-LOK handguard,43000.0,,43473.0,,,,,,,,,,,18704.0,RUB,,,,
RPK-16 buffer tube,36000.0,,36450.0,,,,,,,,,,,3248.0,RUB,,,,
SV-98 SRVV Mk.2.0 7.62x54R muzzle brake-compensator,14500.0,,18039.0,,,,,,,,,,,8736.0,RUB,,,,
AKM/AK-74 CAA AKTS buffer tube,14111.0,,33301.0,,,,,,,,,,,7280.0,RUB,,,,
M700 7.62x51 20 inch threaded barrel,49000.0,,40499.0,,,,,,,,,,,24864.0,RUB,,,,
FN P90 5.7x28 flash hider,11111.0,,12036.0,,,,,,,,,,,1792.0,RUB,,,,
P226 Stainless Elite Wooden pistol grip,2222.0,,,,,,,,,,,,,2240.0,RUB,,,,
SA-58 7.62x51 21 inch barrel,45000.0,,44486.0,,,,,,,,,,,37028.0,RUB,,,,
HK MP7 4.6x30 30-round magazine,22222.0,,40000.0,,,,,,,,,,,8738.0,RUB,,,,
AR-15 Strike Industries Viper carbine length M-LOK handguard,10500.0,,13571.0,,,,,,,,,,,10640.0,RUB,,,,
HK 416A5 MRS KeyMod 14 inch handguard,18000.0,,21243.0,,,,,,,,,,,15568.0,RUB,,,,
AR-15 HK Slim Line buttstock,10000.0,,17116.0,,,,,,,,,,,5712.0,RUB,,,,
AK Hexagon tubular handguard,19900.0,,22017.0,,,,,,,,,,,33421.0,RUB,,,,
AR-10 Fortis RED Brake 7.62x51 muzzle brake,20000.0,,36238.0,,,,,,,,,,,22736.0,RUB,,,,
P226 Meprolight TRU-DOT Night rear sight,,,,,,,,,,,,,,1568.0,RUB,,,,
AR-15 Bulletec ST-6012 5.56x45 muzzle brake,24000.0,,39196.0,,,,,,,,,,,16532.0,RUB,,,,
"MPX 9x19 TTI ""Base Pad +11"" 41-round magazine",24990.0,,25686.0,,,,,,,,,,,5906.0,RUB,,,,
AR-15 Noveske Gen.3 5.56x45 upper receiver,39999.0,,42497.0,,,,,,,,,,,28168.0,RUB,,,,
TT Hogue-like rubber grip,2000.0,,2925.0,,,,,,,,,,,3024.0,RUB,,,,
M700 AT AICS polymer stock,29999.0,,34291.0,,,,,,,,,,,29680.0,RUB,,,,
Remington RAHG 2 inch rail,8111.0,,,,,,,,,,,,,1232.0,RUB,,,,
P226 Stainless Elite pistol slide,11500.0,,11994.0,,,,,,,,,,,4760.0,RUB,,,,
AK SRVV 7.62x39 muzzle brake-compensator,16000.0,,22325.0,,,,,,,,,,,6676.0,RUB,,,,
AK 5.45 Design Aggressor handguard,30000.0,,44398.0,,,,,,,,,,,21728.0,RUB,,,,
FN P90 Ring Sight reflex sight,17222.0,,12154.0,,,,,,,,,,,17360.0,RUB,,,,
AR-15 SureFire SF3P 5.56x45 Flash hider,11111.0,,25585.0,,,,,,,,,,,7191.0,RUB,,,,
AK-74 SRVV 5.45x39 muzzle brake,19000.0,,27629.0,,,,,,,,,,,6340.0,RUB,,,,
5.7x28mm R37.F,,,,,,,,,,,,,,253.0,RUB,,,,
Magazine case,,,,,,,,,,,,,,289520.0,RUB,,,,
SA-58 SPR stock,16666.0,,21546.0,,,,,,,,,,,26221.0,RUB,,,,
M700 extended multi-slot Weaver rail base,25555.0,,25555.0,,,,,,,,,,,2957.0,RUB,,,,
AR-15 Daniel Defense WAVE 5.56x45 muzzle brake,15000.0,,24877.0,,,,,,,,,,,10457.0,RUB,,,,
Daniel Defense WAVE QD sound suppressor,57900.0,,44700.0,,,,,,,,,,,57120.0,RUB,,,,
P226 Emperor Scorpion pistol slide,12000.0,,12000.0,,,,,,,,,,,6474.0,RUB,,,,
FN P90 K&M The Handler charging handle,34444.0,,,,,,,,,,,,,2983.0,RUB,,,,
SA-58 pistol grip,5900.0,,5900.0,,,,,,,,,,,1232.0,RUB,,,,
AR-15 DoubleStar ACE SOCOM Gen.4 stock,10000.0,,17600.0,,,,,,,,,,,11928.0,RUB,,,,
AR-10 Daniel Defense WAVE 7.62x51 muzzle brake,16900.0,,25758.0,,,,,,,,,,,8938.0,RUB,,,,
M700 7.62x51 ProMag AA-70 10-round magazine,32000.0,,32499.0,,,,,,,,,,,4861.0,RUB,,,,
AK Strike Industries Enhanced Pistol Grip,11990.0,,16188.0,,,,,,,,,,,4368.0,RUB,,,,
SVD CAA XD RGL receiver mount,22222.0,,24576.0,,,,,,,,,,,7168.0,RUB,,,,
Strike Industries Advanced Receiver Extension buffer tube,88000.0,,90773.0,,,,,,,,,,,11693.0,RUB,,,,
AK TWS Dog Leg Rail dust cover,39999.0,,34043.0,,,,,,,,,,,12992.0,RUB,,,,
Wilcox Interface for PVS-7,25000.0,,21562.0,,,,,,,,,,,2749.0,RUB,,,,
AR-10 Noveske SWS N6 Split handguard,21000.0,,25543.0,,,,,,,,,,,21504.0,RUB,,,,
MPX 9x19 F5 MFG 50-round drum magazine,28000.0,,36870.0,,,,,,,,,,,15792.0,RUB,,,,
BCM GUNFIGHTER MOD 3 vertical foregrip,9999.0,,15555.0,,,,,,,,,,,5488.0,RUB,,,,
FN P90 5.7x28 10.5 inch barrel,40000.0,,,,,,,,,,,,,21952.0,RUB,,,,
JP Enterprises Gas System-5B,60000.0,,57692.0,,,,,,,,,,,8736.0,RUB,,,,
HK 416A5 5.56x45 10.6 inch barrel,22222.0,,21919.0,,,,,,,,,,,23666.0,RUB,,,,
.45 ACP RIP,,,,,,,,,,,,,,391.0,RUB,,,,
MP9 9x19 sound suppressor,75420.0,,,,,,,,,,,,,28448.0,RUB,,,,
M700 7.62x51 AICS 5-round magazine,20000.0,,26709.0,,,,,,,,,,,2352.0,RUB,,,,
SVDS Rotor 43 thread adapter,25999.0,,47110.0,,,,,,,,,,,2016.0,RUB,,,,
SilencerCo Omega 45k Direct Thread Mount adapter,9999.0,,16244.0,,,,,,,,,,,4200.0,RUB,,,,
Mk47 254mm barrel,14900.0,,19953.0,,,,,,,,,,,29456.0,RUB,,,,
AR-15 TROY Claymore 5.56x45 muzzle brake,6900.0,,9836.0,,,,,,,,,,,8792.0,RUB,,,,
HK MP5 PTR Tri-Rail handguard,20000.0,,23386.0,,,,,,,,,,,11424.0,RUB,,,,
AKS-74U Alfa Arms Goliaf handguard,7000.0,,12699.0,,,,,,,,,,,5818.0,RUB,,,,
AR-15 HK Ergo PSG-1 style pistol grip,25000.0,,47528.0,,,,,,,,,,,27821.0,RUB,,,,
Mossberg 590A1 Mesa Tactical LEO gen.1 stock adapter,7000.0,,13289.0,,,,,,,,,,,2912.0,RUB,,,,
M700 7.62x51 MDT AICS 12-round magazine,29555.0,,25877.0,,,,,,,,,,,6272.0,RUB,,,,
M700 7.62x51 20 inch stainless steel threaded barrel,,,,,,,,,,,,,,25536.0,RUB,,,,
AR-15 Nordic Components Corvette 5.56x45 compensator,13333.0,,21672.0,,,,,,,,,,,11200.0,RUB,,,,
AK-74M CAA AKTS AK74 buffer tube,60000.0,,42286.0,,,,,,,,,,,6944.0,RUB,,,,
Strike Industries Cobra Tactical foregrip,14999.0,,27011.0,,,,,,,,,,,11256.0,RUB,,,,
AR-15 HK Battle Grip Beavertail pistol grip,10000.0,,14324.0,,,,,,,,,,,4354.0,RUB,,,,
M700 7.62x51 26 inch stainless steel barrel,,,,,,,,,,,,,,29008.0,RUB,,,,
M700 7.62x51 AICS 10-round magazine,39999.0,,39999.0,,,,,,,,,,,4368.0,RUB,,,,
Mossberg 590A1 Magpul SGA stock,15000.0,,19488.0,,,,,,,,,,,9883.0,RUB,,,,
SVD SAG low profile sidemount,31000.0,,57317.0,,,,,,,,,,,10192.0,RUB,,,,
AR-10 Nordic Components Corvette 7.62x51 compensator,9000.0,,13528.0,,,,,,,,,,,9408.0,RUB,,,,
MP9 side rail,3887.0,,4000.0,,,,,,,,,,,952.0,RUB,,,,
HK MP5 3-lug suppressor adapter,39998.0,,,,,,,,,,,,,3327.0,RUB,,,,
FN P90 Attenuator 5.7x28 sound suppressor,62000.0,,91155.0,,,,,,,,,,,71064.0,RUB,,,,
Strike Industries Viper Mod 1 stock,19900.0,,30600.0,,,,,,,,,,,9520.0,RUB,,,,
AR-10 Noveske SWS N6 10.5 inch handguard,15000.0,,17514.0,,,,,,,,,,,21504.0,RUB,,,,
FN Five-seveN MK2 RMR mount,15000.0,,13953.0,,,,,,,,,,,1904.0,RUB,,,,
AR-15 Hera Arms HG-15 pistol grip,15777.0,,20576.0,,,,,,,,,,,5712.0,RUB,,,,
M700 7.62x51 ProMag AA-70 20-round magazine,10000.0,,36994.0,,,,,,,,,,,6989.0,RUB,,,,
.338 Lapua Magnum TAC-X,,,,,,,,,,,,,,1417.0,RUB,,,,
MP9 bottom rail,17999.0,,17666.0,,,,,,,,,,,1344.0,RUB,,,,
5.7x28mm R37.X,,,,,,,,,,,,,,175.0,RUB,,,,
FN P90 Damage Industries buttpad,,,,,,,,,,,,,,4648.0,RUB,,,,
M1911A1 Wilson Retro Commander hammer,1600.0,,,,,,,,,,,,,1680.0,RUB,,,,
AR-15 STNGR VYPR 10 inch M-LOK handguard,16000.0,,19222.0,,,,,,,,,,,16240.0,RUB,,,,
AK CNC Warrior 5.56x45 muzzle device adapter,6999.0,,9675.0,,,,,,,,,,,2929.0,RUB,,,,
SOK-12 Bravo-18 aluminium handguard,29000.0,,27714.0,,,,,,,,,,,14784.0,RUB,,,,
P226 TJ's Custom 9x19 compensator,7999.0,,7999.0,,,,,,,,,,,3136.0,RUB,,,,
AR-10 Odin Works ATLAS-7 7.62x51 muzzle brake,17000.0,,19910.0,,,,,,,,,,,18349.0,RUB,,,,
SA-58/FAL Vltor CASV-FAL handguard,15000.0,,26471.0,,,,,,,,,,,18214.0,RUB,,,,
SVD SAG MK1 chassis,19969.0,,27207.0,,,,,,,,,,,17808.0,RUB,,,,
SVD CAA DRG L-1 barrel mount rail,10000.0,,19679.0,,,,,,,,,,,2912.0,RUB,,,,
.366 TKM AP-M,,,,,,,,,,,,,,519.0,RUB,,,,
M1911 Anarchy Outdoors .45 ACP muzzle brake,9800.0,,10400.0,,,,,,,,,,,5264.0,RUB,,,,
AK Aeroknox Scorpius pistol grip,36666.0,,38225.0,,,,,,,,,,,6496.0,RUB,,,,
MDR handguard,200000.0,,200000.0,,,,,,,,,,,9705.0,RUB,,,,
Mossberg 590A1 Tactical rail,89999.0,,64999.0,,,,,,,,,,,6608.0,RUB,,,,
M1911A1 Wilson Ultralight skeletonized hammer,35000.0,,,,,,,,,,,,,5488.0,RUB,,,,
M1911A1 NcSTAR trigger guard mount,25000.0,,29814.0,,,,,,,,,,,2576.0,RUB,,,,
Mk47 409mm barrel,89999.0,,154585.0,,,,,,,,,,,33116.0,RUB,,,,
Glock .45 ACP KRISS G30 MagEx 30-round magazine,35555.0,,60000.0,,,,,,,,,,,4592.0,RUB,,,,
SilencerCo Omega 45k Piston Mount adapter,9999.0,,13751.0,,,,,,,,,,,4469.0,RUB,,,,
AK-74 thread type JMac Customs RRD-4C multi-caliber muzzle brake,50000.0,,49949.0,,,,,,,,,,,13216.0,RUB,,,,
AKM thread type JMac Customs RRD-4C 7.62x39 muzzle brake,33333.0,,42768.0,,,,,,,,,,,14672.0,RUB,,,,
M45A1 Mil-Tac GVT G10 side grips,15000.0,,,,,,,,,,,,,1344.0,RUB,,,,
MP9 9x19 sound suppressor mount,,,,,,,,,,,,,,4872.0,RUB,,,,
AR-10 CMMG SV Brake 7.62x51 muzzle brake,6789.0,,9993.0,,,,,,,,,,,8084.0,RUB,,,,
Mossberg 590A1 Magpul MOE forestock,29999.0,,19482.0,,,,,,,,,,,8848.0,RUB,,,,
SilencerCo Omega 45k .45 ACP sound suppressor,40999.0,,38323.0,,,,,,,,,,,42272.0,RUB,,,,
M700 thread protection cap,,,,,,,,,,,,,,560.0,RUB,,,,
M1911A1 Caspian Arms Trik Trigger,10000.0,,10000.0,,,,,,,,,,,4144.0,RUB,,,,
M1911A1 STI HEX hammer,10000.0,,,,,,,,,,,,,4480.0,RUB,,,,
SVDS custom cut dust cover,18995.0,,18995.0,,,,,,,,,,,1624.0,RUB,,,,
SVD CAA XRS-DRG handguard,9000.0,,20382.0,,,,,,,,,,,10752.0,RUB,,,,
MCX gas block,5000.0,,,,,,,,,,,,,5040.0,RUB,,,,
A3 Tactical MVF001 KeyMod vertical foregrip (Black),11111.0,,16914.0,,,,,,,,,,,8747.0,RUB,,,,
M1911A1 Wilson Extended slide stop,4000.0,,,,,,,,,,,,,2016.0,RUB,,,,
MCX/MPX telescoping stock,25000.0,,23671.0,,,,,,,,,,,5420.0,RUB,,,,
CMMG low profile gas block,9999.0,,18467.0,,,,,,,,,,,9240.0,RUB,,,,
AR-10 SureFire ProComp 7.62x51 muzzle brake,12000.0,,13591.0,,,,,,,,,,,14560.0,RUB,,,,
M1911 Pachmayr American Legend Grip #423,,,,,,,,,,,,,,3248.0,RUB,,,,
KRISS Vector Mk.5 modular rail,10000.0,,10740.0,,,,,,,,,,,2464.0,RUB,,,,
AR-10 CMMG MK3 RML15 15 inch M-LOK handguard,14000.0,,21496.0,,,,,,,,,,,16800.0,RUB,,,,
M1911A1 Weigand Weig-a-tinny rail mount,6666.0,,17892.0,,,,,,,,,,,3248.0,RUB,,,,
AKM/AK-74 ProMag Archangel OPFOR AA47 buttstock,39999.0,,55213.0,,,,,,,,,,,21952.0,RUB,,,,
AR-10 CMMG MK3 RML9 9 inch M-LOK handguard,9000.0,,11861.0,,,,,,,,,,,11760.0,RUB,,,,
Torrey Pines Logic T12W 30Hz thermal reflex sight,98000.0,,71509.0,,,,,,,,,,,110357.0,RUB,,,,
HK G36 KV adjustable stock,21969.0,,23393.0,,,,,,,,,,,14000.0,RUB,,,,
HK G36 STANAG magwell,20000.0,,24836.0,,,,,,,,,,,1680.0,RUB,,,,
Strike Industries Viper PDW stock,29420.0,,23418.0,,,,,,,,,,,10976.0,RUB,,,,
AR-15 SureFire Warden 5.56x45 blast regulator,14235.0,,16675.0,,,,,,,,,,,8960.0,RUB,,,,
AR-15 Yankee Hill Phantom 5.56x45 flash hider,9991.0,,11361.0,,,,,,,,,,,5600.0,RUB,,,,
Insight WMX200 tactical flashlight,12555.0,,24639.0,,,,,,,,,,,14849.0,RUB,,,,
AI .338 LM Tactical Sound Moderator,74999.0,,76052.0,,,,,,,,,,,116480.0,RUB,,,,
Rifle Dynamics RD-704 7.62x39 assault rifle,,,,,,,,,,,,,,114619.0,RUB,,,,
AKM/AK-74 RD AK to M4 buffer tube adapter,16880.0,,17711.0,,,,,,,,,,,4704.0,RUB,,,,
AK RD Enhanced V2 Rear Sight,14800.0,,14800.0,,,,,,,,,,,2016.0,RUB,,,,
RD-704 SLR ION Lite + Railed Gas Tube handguard & gas tube combo,17000.0,,18972.0,,,,,,,,,,,23856.0,RUB,,,,
M870 12ga 7-shell magazine,20000.0,,33222.0,,,,,,,,,,,1881.0,RUB,,,,
HK MP5 B&T tri-rail receiver mount,6666.0,,19455.0,,,,,,,,,,,5042.0,RUB,,,,
9x19mm Green Tracer,,,,,,,,,,,,,,73.0,RUB,,,,
Glock Dead Ringer Snake Eye rear sight,33333.0,,33333.0,,,,,,,,,,,46.0,EUR,,,,
Glock TruGlo TFX front sight,4800.0,,4800.0,,,,,,,,,,,12.0,EUR,,,,
Glock TruGlo TFX rear sight,18000.0,,18000.0,,,,,,,,,,,21.0,EUR,,,,
Glock Dead Ringer Snake Eye front sight,16000.0,,26599.0,,,,,,,,,,,22.0,EUR,,,,
AR-15 Windham Weaponry Rail Gas Block,8000.0,,9359.0,,,,,,,,,,,6101.0,RUB,,,,
FN P90 upper receiver side rail,7997.0,,13998.0,,,,,,,,,,,1120.0,RUB,,,,
FN P90 EFFEN 90 receiver rail,2222.0,,24000.0,,,,,,,,,,,1120.0,RUB,,,,
FN P90 upper receiver top rail,9500.0,,22749.0,,,,,,,,,,,1120.0,RUB,,,,
FN P90 EFFEN 90 5.7x28 upper receiver,15000.0,,18048.0,,,,,,,,,,,4256.0,RUB,,,,
LBT-1476A 3Day Pack (Woodland),,,,,,,,,,,,,,,,49950.0,RUB,,
Balaclava,,,,,,,,,,,,,,,,2874.0,RUB,,
Flyye MBSS backpack,,,,,,,,,,,,,,,,12496.0,RUB,,
Gruppa 99 T20 backpack,,,,,,,,,,,,,,,,42180.0,RUB,,
Tactical glasses,,,,,,,,,,,,,,,,1853.0,RUB,,
FORT Kiver-M bulletproof helmet,,,,,,,,,,,,,,,,34548.0,RUB,,
ZSh-1-2M helmet (Black cover),,,,,,,,,,,,,,,,41771.0,RUB,,
PACA Soft Armor,,,,,,,,,,,,,,,,29154.0,RUB,,
Armband (White),,,,,,,,,,,,,,,,810.0,RUB,,
Peltor ComTac 2 headset,,,,,,,,,,,,,,,,42237.0,RUB,,
Armband (Blue),,,,,,,,,,,,,,,,637.0,RUB,,
Gruppa 99 T20 backpack (Multicam),,,,,,,,,,,,,,,,44400.0,RUB,,
BlackRock chest rig,,,,,,,,,,,,,,,,45177.0,RUB,,
Armband (Red),,,,,,,,,,,,,,,,993.0,RUB,,
Armband (Green),,,,,,,,,,,,,,,,585.0,RUB,,
ANA Tactical Alpha chest rig,,,,,,,,,,,,,,,,51181.0,RUB,,
UMTBS 6sh112 Scout-Sniper,,,,,,,,,,,,,,,,23780.0,RUB,,
Armband (Yellow),,,,,,,,,,,,,,,,593.0,RUB,,
BNTI Gzhel-K body armor,,,,,,,,,,,,,,,,138986.0,RUB,,
Kolpak-1S riot helmet,,,,,,,,,,,,,,,,8137.0,RUB,,
WARTECH TV-109 + TV-106 chest rig,,,,,,,,,,,,,,,,18776.0,RUB,,
Dundukk sport sunglasses,,,,,,,,,,,,,,,,2252.0,RUB,,
Tactical sling bag,,,,,,,,,,,,,,,,2046.0,RUB,,
WARTECH TV-110 plate carrier rig,,,,,,,,,,,,,,,,101232.0,RUB,,
Ops-Core FAST MT Super High Cut helmet (Tan),,,,,,,,,,,,,,,,148092.0,RUB,,
Tactical fleece beanie,,,,,,,,,,,,,,,,5007.0,RUB,,
USEC baseball cap (Tan),,,,,,,,,,,,,,,,1823.0,RUB,,
Kiver-M face shield,,,,,,,,,,,,,,,,27828.0,RUB,,
BEAR baseball cap (Green),,,,,,,,,,,,,,,,1916.0,RUB,,
UX PRO beanie,,,,,,,,,,,,,,,,2268.0,RUB,,
WARTECH MK3 TV-104 chest rig,,,,,,,,,,,,,,,,48263.0,RUB,,
MIL-TEC boonie hat,,,,,,,,,,,,,,,,2409.0,RUB,,
Shemagh (Green),,,,,,,,,,,,,,,,4727.0,RUB,,
BlackHawk! Commando chest harness (Desert Tan),,,,,,,,,,,,,,,,37373.0,RUB,,
Ghost balaclava,,,,,,,,,,,,,,,,7535.0,RUB,,
ZSh-1-2M helmet,,,,,,,,,,,,,,,,64479.0,RUB,,
Cold Fear infrared balaclava,,,,,,,,,,,,,,,,4793.0,RUB,,
SSSh-94 SFERA-S helmet,,,,,,,,,,,,,,,,65370.0,RUB,,
ZSh-1-2M face shield,,,,,,,,,,,,,,,,19260.0,RUB,,
MSA Sordin Supreme PRO-X/L active headset,,,,,,,,,,,,,,,,47808.0,RUB,,
DevTac Ronin ballistic helmet,,,,,,,,,,,,,,,,146442.0,RUB,,
BNTI Kirasa-N body armor,,,,,,,,,,,,,,,,64553.0,RUB,,
BEAR baseball cap (Black),,,,,,,,,,,,,,,,2028.0,RUB,,
Deadly Skull mask,,,,,,,,,,,,,,,,7584.0,RUB,,
Shemagh (Tan),,,,,,,,,,,,,,,,4485.0,RUB,,
LShZ light helmet,,,,,,,,,,,,,,,,55203.0,RUB,,
Momex balaclava,,,,,,,,,,,,,,,,3565.0,RUB,,
FORT Redut-M body armor,,,,,,,,,,,,,,,,239800.0,RUB,,
6B13 assault armor (Digital Flora),,,,,,,,,,,,,,,,67821.0,RUB,,
6B13 assault armor (Flora),,,,,,,,,,,,,,,,77995.0,RUB,,
6B23-2 body armor (Mountain Flora),,,,,,,,,,,,,,,,76035.0,RUB,,
6B5-16 Zh-86 Uley armored rig,,,,,,,,,,,,,,,,56660.0,RUB,,
Bandana,,,,,,,,,,,,,,,,2215.0,RUB,,
HighCom Striker ULACH IIIA helmet (Black),,,,,,,,,,,,,,,,86563.0,RUB,,
HighCom Striker ACHHC IIIA helmet (Black),,,,,,,,,,,,,,,,61239.0,RUB,,
USEC baseball cap (Black),,,,,,,,,,,,,,,,1923.0,RUB,,
Pyramex Proximity safety glasses,,,,,,,,,,,,,,,,3552.0,RUB,,
Oakley SI M Frame safety glasses,,,,,,,,,,,,,,,,5217.0,RUB,,
HighCom Striker ACHHC IIIA helmet (Olive),,,,,,,,,,,,,,,,64197.0,RUB,,
NFM THOR Integrated Carrier body armor,,,,,,,,,,,,,,,,420635.0,RUB,,
Peltor Tactical Sport headset,,,,,,,,,,,,,,,,49395.0,RUB,,
HighCom Striker ULACH IIIA helmet (Desert Tan),,,,,,,,,,,,,,,,68448.0,RUB,,
Dynaforce Triton M43-A chest harness,,,,,,,,,,,,,,,,29381.0,RUB,,
Shattered lightweight armored mask,,,,,,,,,,,,,,,,26575.0,RUB,,
6B23-1 body armor (Digital Flora),,,,,,,,,,,,,,,,51443.0,RUB,,
RayBench Aviator glasses,,,,,,,,,,,,,,,,7437.0,RUB,,
WARTECH Berkut BB-102 backpack,,,,,,,,,,,,,,,,23444.0,RUB,,
LShZ-2DTM aventail,,,,,,,,,,,,,,,,36852.0,RUB,,
BNTI LShZ-2DTM helmet,,,,,,,,,,,,,,,,163075.0,RUB,,
Eberlestock F4 Terminator load bearing backpack (Tiger Stripe),,,,,,,,,,,,,,,,88245.0,RUB,,
Spiritus Systems Bank Robber chest rig,,,,,,,,,,,,,,,,10013.0,RUB,,
SSh-68 steel helmet,,,,,,,,,,,,,,,,22456.0,RUB,,
6B3TM-01M armored rig,,,,,,,,,,,,,,,,55312.0,RUB,,
LShZ-2DTM face shield,,,,,,,,,,,,,,,,37019.0,RUB,,
Gascan glasses,,,,,,,,,,,,,,,,6216.0,RUB,,
Haley Strategic D3CRX Chest Harness,,,,,,,,,,,,,,,,35076.0,RUB,,
6B2 body armor (Flora),,,,,,,,,,,,,,,,27079.0,RUB,,
Oakley Mechanism heavy duty backpack (Black),,,,,,,,,,,,,,,,45133.0,RUB,,
Eberlestock G2 Gunslinger II backpack (Dry Earth),,,,,,,,,,,,,,,,68931.0,RUB,,
Crossbow tactical glasses,,,,,,,,,,,,,,,,3885.0,RUB,,
Beret (Olive),,,,,,,,,,,,,,,,13517.0,RUB,,
Beret (Black),,,,,,,,,,,,,,,,18315.0,RUB,,
Stich Profi Chimera boonie hat,,,,,,,,,,,,,,,,3519.0,RUB,,
"Stich Profi Chest Rig MK2 (Assault, A-TACS FG)",,,,,,,,,,,,,,,,41625.0,RUB,,
Hazard 4 Takedown sling backpack (Black),,,,,,,,,,,,,,,,38295.0,RUB,,
Hazard 4 Drawbridge backpack (Coyote Tan),,,,,,,,,,,,,,,,39960.0,RUB,,
LShZ-2DTM cover (Black),,,,,,,,,,,,,,,,1665.0,RUB,,
"Azimut SS ""Zhuk"" chest harness (Black)",,,,,,,,,,,,,,,,39371.0,RUB,,
CSA chest rig,,,,,,,,,,,,,,,,20979.0,RUB,,
Beret (Blue),,,,,,,,,,,,,,,,26418.0,RUB,,
Hazard 4 Pillbox backpack,,,,,,,,,,,,,,,,24420.0,RUB,,
Gear Craft GC-BSS-MK1 chest rig,,,,,,,,,,,,,,,,35538.0,RUB,,
NFM THOR Concealable Reinforced Vest body armor,,,,,,,,,,,,,,,,56610.0,RUB,,
"Stich Profi Chest Rig MK2 (Recon, A-TACS FG)",,,,,,,,,,,,,,,,39960.0,RUB,,
Eberlestock F5 Switchblade backpack (Dry Earth),,,,,,,,,,,,,,,,53680.0,RUB,,
Gruppa 99 T30 backpack,,,,,,,,,,,,,,,,54390.0,RUB,,
Peltor ComTac 4 Hybrid headset,,,,,,,,,,,,,,,,84249.0,RUB,,
Gruppa 99 T30 backpack (Multicam),,,,,,,,,,,,,,,,56610.0,RUB,,
Camelbak Tri-Zip assault backpack,,,,,,,,,,,,,,,,46065.0,RUB,,
Vortex Ranger 1500 rangefinder,,,,,,,,,,,,,,,,,,9450.0,RUB
HK G28 7.62x51 marksman rifle,,,,,,,,,,,,,,,,,,297669.0,RUB
MTs-255-12 12ga shotgun,,,,,,,,,,,,,,,,,,21316.0,RUB
Recknagel Era-Tac Sunshade mount for Aimpoint T-1,6666.0,,14883.0,,,,,,,,,,,,,,,2415.0,RUB
5.45x39mm FMJ,,,,,,,,,,,,,,,,,,38.0,RUB
HK417 E2 buttstock,9500.0,,10498.0,,,,,,,,,,,,,,,9660.0,RUB
BelOMO PK-AA reflex sight,7777.0,,10960.0,,,,,,,,,,,,,,,5355.0,RUB
Recknagel Era-Tac 30mm ring scope mount,27000.0,,37113.0,,,,,,,,,,,,,,,7770.0,RUB
MP-43 12ga 750mm barrel,4250.0,,4250.0,,,,,,,,,,,,,,,4305.0,RUB
HK417/G28 7.62x51 10-round magazine,10000.0,,10000.0,,,,,,,,,,,,,,,2205.0,RUB
HK417 7.62x51 16.5 inch barrel,18000.0,,21168.0,,,,,,,,,,,,,,,30450.0,RUB
HK Adjustable Buttstock,11111.0,,11686.0,,,,,,,,,,,,,,,12705.0,RUB
MP-43-1C buttpad,1255.0,,11111.0,,,,,,,,,,,,,,,1260.0,RUB
Wilcox RAPTAR ES Tactical Rangefinder,27666.0,,37154.0,,,,,,,,,,,,,,,23100.0,RUB
Vortex Razor HD Gen.2 1-6x24 30mm riflescope,74000.0,,78709.0,,,,,,,,,,,,,,,75600.0,RUB
HK G28 buffer tube,29999.0,,9525.0,,,,,,,,,,,,,,,1365.0,RUB
Schmidt & Bender PM II 1-8x24 30mm riflescope,34000.0,,38255.0,,,,,,,,,,,,,,,53025.0,RUB
Recknagel Era-Tac 34mm ring scope mount,28000.0,,28277.0,,,,,,,,,,,,,,,8505.0,RUB
MP-133/153 plastic pistol grip,9999.0,,14941.0,,,,,,,,,,,,,,,6836.0,RUB
SOK-12 polymer handguard (Sb.7-1),5000.0,,5000.0,,,,,,,,,,,,,,,1467.0,RUB
5.45x39mm HP,,,,,,,,,,,,,,,,,,72.0,RUB
Schmidt & Bender PM II 3-12x50 34mm riflescope,39000.0,,42100.0,,,,,,,,,,,,,,,68250.0,RUB
9x18mm PM PSV,,,,,,,,,,,,,,,,,,73.0,RUB
HK Adjustable Buttstock cheek rest,6211.0,,9164.0,,,,,,,,,,,,,,,6300.0,RUB
MP-43-1C 12ga 725mm barrel,12000.0,,20833.0,,,,,,,,,,,,,,,3675.0,RUB
SVDS Lynx Arms Hinge buffer tube adapter,17000.0,,22378.0,,,,,,,,,,,,,,,3675.0,RUB
MP-133 12ga 660mm barrel with rib,,,,,,,,,,,,,,,,,,5777.0,RUB
MP-133 12ga 710mm barrel,,,,,,,,,,,,,,,,,,6430.0,RUB
Kiba Arms SPRM rail mount for pump-action shotguns,35000.0,,35500.0,,,,,,,,,,,,,,,3450.0,RUB
7.62x25mm TT LRNPC,,,,,,,,,,,,,,,,,,72.0,RUB
MP-133 12ga 710mm barrel with rib,,,,,,,,,,,,,,,,,,7306.0,RUB
MP-133 12ga 540mm barrel with rib,,,,,,,,,,,,,,,,,,4410.0,RUB
MP-133 12ga 750mm barrel with rib,,,,,,,,,,,,,,,,,,8064.0,RUB
MP-133 12ga 610mm barrel,,,,,,,,,,,,,,,,,,5148.0,RUB
